jenis_sepatu,suhu_awal,kelembapan_awal,suhu_akhir,kelembapan_akhir,lama_pengeringan
Mesh,25.2,75.0,44.0,1.0,178
Mesh,25.3,74.8,45.1,0.1,155
Mesh,25.3,76.2,44.8,1.2,165
Mesh,25.3,76.8,44.9,1.4,159
Mesh,25.3,74.4,44.7,0.7,162
Mesh,25.3,74.0,43.9,0.7,168
Mesh,25.2,76.1,44.7,0.4,168
Mesh,25.2,74.6,45.4,0.2,155
Mesh,25.2,76.3,43.9,0.1,172
Mesh,25.2,74.0,43.7,1.2,171
Mesh,25.3,76.0,43.6,1.2,175
Mesh,25.3,76.3,44.5,0.3,170
Mesh,25.3,74.5,44.0,0.3,172
Mesh,25.3,74.5,43.6,1.5,177
Mesh,25.3,76.6,45.4,0.0,158
Mesh,25.2,74.7,44.8,1.3,173
Mesh,25.2,76.3,45.4,0.4,155
Mesh,25.2,74.2,44.6,0.8,162
Mesh,25.2,75.5,44.7,0.0,158
Mesh,25.3,76.1,44.2,0.1,166
Mesh,25.2,75.7,43.8,0.5,167
Mesh,25.3,75.6,44.3,0.6,167
Mesh,25.2,76.6,43.7,1.1,175
Mesh,25.3,74.8,44.2,0.9,165
Mesh,25.3,75.2,44.4,0.1,167
Mesh,25.2,76.3,44.4,0.5,173
Mesh,25.3,74.8,43.7,0.4,170
Mesh,25.3,75.7,44.6,0.9,171
Mesh,25.3,74.3,43.8,0.8,167
Mesh,25.3,74.9,45.2,1.1,160
Mesh,25.2,75.1,44.5,1.1,162
Mesh,25.2,75.2,44.5,0.8,163
Mesh,25.3,76.0,44.6,1.0,168
Mesh,25.2,74.4,44.8,0.8,154
Mesh,25.3,75.7,43.7,0.7,179
Mesh,25.3,76.3,44.5,1.3,164
Mesh,25.3,76.6,44.9,1.3,156
Mesh,25.2,76.5,44.1,0.3,169
Mesh,25.2,74.9,43.8,0.4,164
Mesh,25.3,75.3,44.2,1.1,169
Mesh,25.2,76.2,43.8,0.2,175
Mesh,25.2,76.3,44.0,0.1,165
Mesh,25.3,75.5,44.8,0.3,167
Mesh,25.3,74.9,44.9,0.0,154
Mesh,25.3,74.2,45.1,0.3,152
Mesh,25.3,76.3,44.6,1.1,160
Mesh,25.3,74.9,44.6,1.1,171
Mesh,25.2,74.9,44.4,1.2,166
Mesh,25.3,76.6,43.7,0.3,179
Mesh,25.3,76.4,45.2,0.6,160
Mesh,25.2,74.8,45.0,0.1,156
Mesh,25.3,75.2,44.7,0.1,160
Mesh,25.3,76.3,44.4,0.3,167
Mesh,25.3,75.0,43.8,0.8,177
Mesh,25.2,76.9,44.9,0.1,166
Mesh,25.3,75.2,44.1,0.8,166
Mesh,25.2,75.3,45.2,0.9,158
Mesh,25.3,74.8,44.1,0.2,165
Mesh,25.3,76.6,45.5,0.3,155
Mesh,25.3,75.0,43.7,1.3,167
Mesh,25.2,74.8,45.0,0.7,162
Mesh,25.3,74.2,44.2,0.7,156
Mesh,25.3,76.5,45.4,1.2,160
Mesh,25.3,75.6,45.2,0.5,151
Mesh,25.2,74.8,45.4,0.5,152
Mesh,25.2,75.5,43.6,0.2,173
Mesh,25.2,76.3,45.0,0.6,155
Mesh,25.2,74.9,45.0,0.1,155
Mesh,25.2,76.7,45.2,1.1,161
Mesh,25.2,75.5,45.5,1.4,160
Mesh,25.2,74.6,44.9,0.6,158
Mesh,25.3,74.3,44.5,1.4,170
Mesh,25.2,76.8,45.3,0.3,153
Mesh,25.2,74.2,45.3,0.3,150
Mesh,25.3,74.2,44.0,1.4,157
Mesh,25.3,76.3,43.5,0.5,169
Mesh,25.3,75.8,43.6,1.4,178
Mesh,25.3,74.2,44.6,0.5,157
Mesh,25.3,76.8,44.5,0.1,166
Mesh,25.3,75.0,45.2,0.7,156
Mesh,25.3,74.8,45.0,0.3,157
Mesh,25.2,75.3,45.4,1.4,154
Mesh,25.2,75.5,44.4,1.4,161
Mesh,25.3,75.1,44.5,1.3,161
Mesh,25.2,74.6,43.6,1.0,163
Mesh,25.2,74.2,44.0,1.2,168
Mesh,25.2,76.8,43.9,0.3,179
Mesh,25.2,74.5,44.3,1.4,159
Mesh,25.3,74.1,43.9,0.8,177
Mesh,25.3,74.1,44.3,1.0,170
Mesh,25.2,74.3,44.4,0.2,171
Mesh,25.3,75.4,44.1,1.1,159
Mesh,25.3,76.5,44.8,0.1,165
Mesh,25.3,76.2,43.8,0.3,172
Mesh,25.2,74.0,45.1,0.5,166
Mesh,25.3,76.0,44.9,1.4,151
Mesh,25.3,75.9,44.1,0.2,174
Mesh,25.3,75.1,44.8,0.7,164
Mesh,25.2,75.2,44.6,0.7,158
Mesh,25.3,76.4,45.0,0.1,164
Mesh,25.3,76.4,45.2,0.5,154
Mesh,25.2,75.4,43.8,0.0,171
Mesh,25.3,75.7,44.8,1.4,163
Mesh,25.2,75.8,43.6,0.3,177
Mesh,25.2,75.1,44.6,0.0,167
Mesh,25.2,74.6,44.0,1.2,164
Mesh,25.3,76.5,44.0,0.1,169
Mesh,25.2,76.2,44.6,1.2,165
Mesh,25.2,76.9,44.3,0.2,179
Mesh,25.3,74.8,44.7,0.9,169
Mesh,25.2,75.3,44.6,1.0,163
Mesh,25.3,75.1,44.8,0.2,161
Mesh,25.3,74.1,43.9,0.7,172
Mesh,25.3,75.5,45.4,0.7,152
Mesh,25.3,74.7,45.3,1.4,157
Mesh,25.3,75.5,44.9,1.2,163
Mesh,25.2,75.4,43.8,0.3,167
Mesh,25.2,75.3,44.7,0.1,157
Mesh,25.3,75.8,44.6,1.1,165
Mesh,25.2,76.2,44.4,0.7,174
Mesh,25.2,74.2,43.7,1.4,178
Mesh,25.3,74.4,44.2,0.9,168
Mesh,25.2,74.6,45.4,0.9,155
Mesh,25.2,74.2,43.6,0.4,170
Mesh,25.3,76.7,44.3,0.3,175
Mesh,25.3,76.6,45.1,0.1,166
Mesh,25.3,74.4,44.6,1.3,172
Mesh,25.2,75.4,43.6,0.4,176
Mesh,25.2,75.3,44.8,0.2,162
Mesh,25.2,76.1,45.2,0.9,156
Mesh,25.3,74.4,45.0,0.4,161
Mesh,25.3,76.1,45.0,0.3,173
Mesh,25.3,74.3,45.4,1.3,150
Mesh,25.2,76.4,44.5,0.7,171
Mesh,25.3,75.2,44.8,1.0,154
Mesh,25.3,74.2,45.2,0.7,153
Mesh,25.2,76.6,44.3,1.1,165
Mesh,25.2,75.4,45.5,1.2,157
Mesh,25.2,75.2,45.1,1.2,152
Mesh,25.2,76.7,44.7,0.6,179
Mesh,25.3,75.4,44.5,0.3,166
Mesh,25.3,75.6,43.8,1.1,167
Mesh,25.3,74.3,45.4,0.3,154
Mesh,25.2,75.2,44.3,1.2,161
Mesh,25.2,75.5,43.8,0.9,171
Mesh,25.3,76.1,45.4,1.4,157
Mesh,25.3,76.8,45.2,0.2,158
Mesh,25.3,75.2,43.5,0.7,174
Mesh,25.2,75.4,44.7,1.3,161
Mesh,25.3,75.3,45.1,1.4,160
Mesh,25.2,74.1,44.8,1.3,155
Mesh,25.2,76.4,45.2,1.4,163
Mesh,25.2,75.6,43.6,0.1,173
Mesh,25.3,75.3,44.0,0.3,168
Mesh,25.2,75.0,44.1,1.4,162
Mesh,25.3,74.1,44.4,1.3,161
Mesh,25.3,75.8,44.6,0.1,164
Mesh,25.2,75.8,43.9,0.8,163
Mesh,25.3,76.4,44.9,0.1,166
Mesh,25.2,75.4,43.8,1.5,172
Mesh,25.2,75.9,43.8,0.6,167
Mesh,25.2,76.6,43.6,1.4,173
Mesh,25.3,74.1,45.4,0.8,159
Mesh,25.2,75.1,43.6,1.5,174
Mesh,25.2,76.8,44.0,0.8,171
Mesh,25.2,76.0,43.6,0.3,178
Mesh,25.2,75.7,43.9,1.3,167
Mesh,25.3,75.5,44.2,0.4,171
Mesh,25.3,75.1,44.9,0.7,172
Mesh,25.3,74.8,44.4,0.7,167
Mesh,25.2,74.1,44.5,0.8,164
Mesh,25.2,76.2,45.5,1.4,159
Mesh,25.3,75.3,44.6,1.3,163
Mesh,25.2,75.1,44.5,0.9,170
Mesh,25.2,75.8,43.7,0.1,179
Mesh,25.3,75.2,44.7,0.1,157
Mesh,25.3,75.6,44.9,0.5,161
Mesh,25.2,76.8,44.1,0.6,171
Mesh,25.3,75.6,44.1,0.1,170
Mesh,25.2,76.6,44.9,0.4,165
Mesh,25.3,75.2,44.2,0.3,166
Mesh,25.3,76.8,43.9,0.9,166
Mesh,25.2,76.4,44.5,0.8,157
Mesh,25.2,74.5,43.7,1.1,174
Mesh,25.2,75.2,44.4,0.6,161
Mesh,25.2,74.9,44.8,1.0,160
Mesh,25.2,74.6,43.5,1.3,164
Mesh,25.2,74.7,44.1,0.2,165
Mesh,25.2,75.9,44.2,1.1,170
Mesh,25.3,74.7,44.8,0.2,150
Mesh,25.2,75.8,45.2,1.5,167
Mesh,25.3,75.2,44.0,0.4,158
Mesh,25.3,75.1,44.2,0.6,166
Mesh,25.3,75.9,44.7,0.5,165
Mesh,25.2,75.4,44.8,0.0,168
Mesh,25.3,75.3,44.2,0.2,167
Mesh,25.2,76.0,44.3,1.4,154
Mesh,25.3,76.3,43.7,0.6,178
Mesh,25.3,74.2,43.6,1.3,162
Mesh,25.2,75.9,44.6,1.2,169
Mesh,25.2,74.9,44.7,1.4,163
Mesh,25.3,76.9,43.5,0.2,179
Mesh,25.2,74.7,45.1,0.1,161
Mesh,25.2,75.5,44.6,1.1,171
Mesh,25.3,75.6,44.8,0.4,155
Mesh,25.2,74.3,43.9,0.8,171
Mesh,25.3,75.0,44.3,0.6,171
Mesh,25.2,74.2,44.7,1.5,158
Mesh,25.3,76.0,45.4,0.6,163
Mesh,25.3,75.3,44.8,0.7,163
Mesh,25.3,76.4,45.0,1.0,156
Mesh,25.2,76.1,44.5,1.3,170
Mesh,25.2,76.2,43.5,0.3,165
Mesh,25.3,76.1,45.3,1.1,155
Mesh,25.2,74.3,44.6,1.0,171
Mesh,25.2,76.1,44.5,0.1,169
Mesh,25.3,76.6,43.7,1.5,173
Mesh,25.2,74.0,45.5,0.4,149
Mesh,25.3,76.6,44.1,1.0,174
Mesh,25.2,75.8,44.2,0.3,164
Mesh,25.3,75.2,44.0,0.7,167
Mesh,25.2,76.2,45.4,0.7,160
Mesh,25.2,76.0,44.5,1.0,172
Mesh,25.3,75.3,45.3,1.1,171
Mesh,25.2,76.9,44.8,0.1,164
Mesh,25.2,75.8,43.6,0.0,165
Mesh,25.2,74.8,43.8,1.0,168
Mesh,25.3,74.6,44.1,0.9,172
Mesh,25.3,75.9,44.5,1.0,171
Mesh,25.2,75.8,45.1,0.8,154
Mesh,25.3,76.0,45.2,0.5,156
Mesh,25.3,75.6,45.3,0.8,172
Mesh,25.3,76.8,43.6,0.1,179
Mesh,25.3,75.5,44.7,0.7,165
Mesh,25.3,74.9,44.1,1.3,167
Mesh,25.2,76.6,44.0,0.9,173
Mesh,25.2,76.0,44.2,0.4,172
Mesh,25.3,76.2,44.8,0.5,172
Mesh,25.3,76.4,43.6,0.6,177
Mesh,25.2,75.3,43.6,1.4,175
Mesh,25.3,76.7,43.5,1.1,177
Mesh,25.3,74.4,43.7,0.6,171
Mesh,25.3,74.4,43.5,1.2,176
Mesh,25.2,75.8,45.3,0.3,156
Mesh,25.3,74.5,45.0,0.5,161
Mesh,25.2,75.7,43.8,1.1,178
Mesh,25.2,76.0,43.8,0.6,167
Mesh,25.2,76.2,44.0,1.3,171
Mesh,25.3,74.3,44.3,1.1,166
Mesh,25.3,75.8,44.1,0.6,171
Mesh,25.3,76.1,44.0,0.5,169
Mesh,25.2,74.1,44.2,1.2,166
Mesh,25.2,74.1,45.3,0.0,161
Mesh,25.3,75.4,44.2,1.4,169
Mesh,25.3,74.6,44.4,1.0,163
Mesh,25.3,74.0,45.4,0.2,151
Mesh,25.2,74.4,45.5,0.5,150
Mesh,25.2,74.3,44.9,1.3,159
Mesh,25.2,75.5,44.0,1.4,166
Mesh,25.3,75.6,44.2,0.6,176
Mesh,25.2,76.5,45.4,0.5,156
Mesh,25.3,74.3,43.9,0.6,171
Mesh,25.2,75.3,44.7,1.0,162
Mesh,25.2,76.5,44.6,0.7,166
Mesh,25.3,75.8,45.2,0.7,156
Mesh,25.2,74.0,44.1,1.0,163
Mesh,25.2,75.2,44.3,0.3,172
Mesh,25.2,74.6,43.6,0.3,169
Mesh,25.2,74.0,45.2,0.0,151
